team_id,equipo_canonico,anio,nombre_temporada,sede_principal
036,Alijadores de Tampico,1985,Astros de Tamaulipas,Tampico
037,Cidosa de Río Blanco,1937,CIDOSA de Río Blanco,Río Blanco
037,Cidosa de Río Blanco,1938,CIDOSA de Río Blanco,Río Blanco
038,Cafeteros de Córdoba,1937,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1938,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1939,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1972,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1973,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1974,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1975,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1976,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1977,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1978,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1979,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1984,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1985,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1986,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1991,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1992,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1998,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,1999,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,2000,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,2001,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,2002,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,2003,Cafeteros de Córdoba,Córdoba
038,Cafeteros de Córdoba,2006,Cafeteros de Córdoba,Córdoba
039,Petroleros de México,1937,Petroleros de México,Ciudad de México
040,Sultanes de Monterrey,1939,Carta Blanca de Monterrey,Monterrey
040,Sultanes de Monterrey,1940,Carta Blanca de Monterrey,Monterrey
040,Sultanes de Monterrey,1941,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1942,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1943,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1944,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1945,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1946,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1947,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1948,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1949,Industriales de Monterrey,Monterrey
040,Sultanes de Monterrey,1950,Sultanes de Monterrey,Monterrey
040,Sultanes de Monterrey,1951,Sultanes de Monterrey,Monterrey
040,Sultanes de Monterrey,1952,Sultanes de Monterrey,Monterrey
