team_id,equipo_canonico,anio,nombre_temporada,sede_principal
052,Broncos de Reynosa,1964,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1965,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1966,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1967,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1968,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1969,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1970,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1971,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1972,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1973,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1974,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1975,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1976,Bravos de Reynosa,Reynosa
052,Broncos de Reynosa,1980,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1981,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1982,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1995,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1996,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1997,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1998,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,1999,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2000,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2001,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2002,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2003,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2009,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2010,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2011,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2012,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2013,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2014,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2015,Broncos de Reynosa,Reynosa
052,Broncos de Reynosa,2016,Broncos de Reynosa,Reynosa
053,Saraperos de Saltillo,1970,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1971,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1972,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1973,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1974,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1975,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1976,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1977,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1978,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1979,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1980,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1981,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1982,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1983,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1984,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1985,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1986,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1987,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1988,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1989,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1990,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1991,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1992,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1993,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1994,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1995,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1996,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1997,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1998,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,1999,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2000,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2001,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2002,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2003,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2004,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2005,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2006,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2007,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2008,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2009,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2010,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2011,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2012,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2013,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2014,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2015,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2016,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2017,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2018,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2019,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2020,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2021,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2022,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2023,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2024,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2025,Saraperos de Saltillo,Saltillo
053,Saraperos de Saltillo,2026,Saraperos de Saltillo,Saltillo
054,Acereros de Monclova,1971,Piratas de Sabinas,Monclova / Sabinas
054,Acereros de Monclova,1972,Piratas de Sabinas,Monclova / Sabinas
054,Acereros de Monclova,1973,Piratas de Sabinas,Monclova / Sabinas
054,Acereros de Monclova,1974,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1975,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1976,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1977,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1978,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1979,Mineros de Coahuila,Monclova / Sabinas
054,Acereros de Monclova,1980,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1982,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1983,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1984,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1985,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1986,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1987,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1988,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1989,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1990,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1991,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1992,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1993,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1994,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1995,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1996,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1997,Acereros de Monclova,Monclova / Sabinas
054,Acereros de Monclova,1998,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,1999,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2000,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2001,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2002,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2003,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2004,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2005,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2006,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2007,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2008,Acereros del Norte,Monclova / Sabinas
054,Acereros de Monclova,2009,Acereros del Norte,Monclova / Sabinas
