team_id,equipo_canonico,anio,nombre_temporada,sede_principal
068,Toros de Tijuana,2021,Toros de Tijuana,Tijuana
068,Toros de Tijuana,2022,Toros de Tijuana,Tijuana
068,Toros de Tijuana,2023,Toros de Tijuana,Tijuana
068,Toros de Tijuana,2024,Toros de Tijuana,Tijuana
068,Toros de Tijuana,2025,Toros de Tijuana,Tijuana
068,Toros de Tijuana,2026,Toros de Tijuana,Tijuana
069,Potros de Tijuana,2005,Potros de Tijuana,Tijuana
069,Potros de Tijuana,2006,Potros de Tijuana,Tijuana
069,Potros de Tijuana,2007,Potros de Tijuana,Tijuana
069,Potros de Tijuana,2008,Potros de Tijuana,Tijuana
070,Delfines del Carmen,2012,Delfines de Cd. del Carmen,Ciudad del Carmen
070,Delfines del Carmen,2013,Delfines de Cd. del Carmen,Ciudad del Carmen
070,Delfines del Carmen,2014,Delfines de Cd. del Carmen,Ciudad del Carmen
070,Delfines del Carmen,2015,Delfines de Cd. del Carmen,Ciudad del Carmen
070,Delfines del Carmen,2016,Delfines de Cd. del Carmen,Ciudad del Carmen
071,Caliente de Durango,2017,Generales de Durango,Durango
071,Caliente de Durango,2018,Generales de Durango,Durango
071,Caliente de Durango,2019,Generales de Durango,Durango
071,Caliente de Durango,2020,Generales de Durango,Durango
071,Caliente de Durango,2021,Generales de Durango,Durango
071,Caliente de Durango,2022,Generales de Durango,Durango
071,Caliente de Durango,2023,Generales de Durango,Durango
071,Caliente de Durango,2024,Caliente de Durango,Durango
071,Caliente de Durango,2025,Caliente de Durango,Durango
071,Caliente de Durango,2026,Caliente de Durango,Durango
072,Conspiradores de Querétaro,2024,Conspiradores de Querétaro,Querétaro
072,Conspiradores de Querétaro,2025,Conspiradores de Querétaro,Querétaro
072,Conspiradores de Querétaro,2026,Conspiradores de Querétaro,Querétaro
