team_id,equipo_canonico,anio,nombre_temporada,sede_principal
001,74 Regimiento de Puebla,1925,74 Regimiento de Puebla,Puebla
002,Agraria de México,1925,Agraria de México,Ciudad de México
003,Club Guanajuato,1925,Club Guanajuato,Guanajuato
003,Club Guanajuato,1926,Club Guanajuato,Guanajuato
004,Club México,1925,Club México,Ciudad de México
004,Club México,1926,Club México,Ciudad de México
004,Club México,1927,Club México,Ciudad de México
005,Carmona de México,1925,Carmona de México,Ciudad de México
005,Carmona de México,1926,Carmona de México,Ciudad de México
005,Carmona de México,1928,Carmona de México,Ciudad de México
006,El Águila de Veracruz,1925,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1937,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1938,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1939,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1941,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1949,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1950,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1951,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1952,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1953,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1954,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1955,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1956,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1957,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1959,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1960,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1961,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1962,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1963,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1964,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1965,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1966,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1967,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1968,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1969,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1970,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1971,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1972,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1973,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1974,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1979,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1980,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1981,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1982,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1983,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1984,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1985,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1986,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1992,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1993,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1994,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1995,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,1999,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2000,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2001,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2002,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2003,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2004,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2005,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2006,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2007,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2008,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2009,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2010,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2011,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2012,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2013,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2014,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2015,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2016,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2017,Rojos del Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2021,Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2022,Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2023,Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2024,Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2025,Águila de Veracruz,Veracruz
006,El Águila de Veracruz,2026,Águila de Veracruz,Veracruz
007,Nacional de México,1925,Nacional de México,Ciudad de México
008,Artillería de México,1926,Artillería de México,Ciudad de México
008,Artillería de México,1927,Artillería de México,Ciudad de México
009,Pachuca,1926,Gertrudis de México,Ciudad de México
009,Pachuca,1927,Gabay de Pachuca,Pachuca
009,Pachuca,1928,Gabay de Pachuca,Pachuca
009,Pachuca,1930,Pachuca,Pachuca
009,Pachuca,1931,Pachuca,Pachuca
009,Pachuca,1932,Pachuca,Pachuca
009,Pachuca,1933,Pachuca,Pachuca
009,Pachuca,1934,Pachuca,Pachuca
010,Ocampo de Jalapa,1926,Ocampo de Jalapa,Jalapa
010,Ocampo de Jalapa,1927,Ocampo de Jalapa,Jalapa
011,Tuneros de San Luis,1926,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1927,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1928,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1934,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1946,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1947,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1948,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1949,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1950,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1951,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1952,Tuneros de San Luis,San Luis Potosí
011,Tuneros de San Luis,1986,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,1987,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,1988,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,1989,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,1990,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,1991,Reales de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,2004,Tuneros de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,2005,Tuneros de San Luis Potosí,San Luis Potosí
011,Tuneros de San Luis,2006,Tuneros de San Luis Potosí,San Luis Potosí
012,Agricultura de México,1926,Agricultura de México,Ciudad de México
012,Agricultura de México,1937,Agricultura de México,Ciudad de México
013,Gendarmería de México,1927,Gendarmería de México,Ciudad de México
014,Bravo Izquierdo de Puebla,1928,Bravo Izquierdo de Puebla,Puebla
014,Bravo Izquierdo de Puebla,1929,Bravo Izquierdo de Puebla,Puebla
015,Chiclets Adams de México,1928,Chiclets Adams de México,Ciudad de México
015,Chiclets Adams de México,1929,Chiclets Adams de México,Ciudad de México
015,Chiclets Adams de México,1930,Chiclets Adams de México,Ciudad de México
015,Chiclets Adams de México,1931,Chiclets Adams de México,Ciudad de México
015,Chiclets Adams de México,1932,Chiclets Adams de México,Ciudad de México
016,Policía del DF,1928,Policía del DF,Ciudad de México
017,Sindicato de México,1928,Sindicato de México,Ciudad de México
018,Tigres de Comintra,1928,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1929,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1930,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1931,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1932,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1933,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1934,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1935,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1936,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1937,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1938,Tigres de Comintra,Ciudad de México
018,Tigres de Comintra,1939,Tigres de Comintra,Ciudad de México
019,Azcapotzalco,1929,Azcapotzalco,Ciudad de México
020,Delta de México,1929,Delta de México,Ciudad de México
020,Delta de México,1930,Delta de México,Ciudad de México
020,Delta de México,1931,Delta de México,Ciudad de México
020,Delta de México,1932,Delta de México,Ciudad de México
020,Delta de México,1933,Delta de México,Ciudad de México
020,Delta de México,1934,Delta de México,Ciudad de México
021,Cardenales de México,1930,Cardenales de México,Ciudad de México
022,Leones de Obras Públicas,1930,Leones de Obras Públicas,Ciudad de México
022,Leones de Obras Públicas,1931,Leones de Obras Públicas,Ciudad de México
023,Comunicaciones de México,1931,Comunicaciones de México,Ciudad de México
024,Tráfico de México,1931,Tráfico de México,Ciudad de México
024,Tráfico de México,1932,Tráfico de México,Ciudad de México
025,Cardenales de Puebla,1932,Cardenales de Puebla,Puebla
026,Monte de Piedad de México,1933,Monte de Piedad de México,Ciudad de México
026,Monte de Piedad de México,1934,Monte de Piedad de México,Ciudad de México
027,Tránsito de México,1933,Tránsito de México,Ciudad de México
027,Tránsito de México,1934,Tránsito de México,Ciudad de México
027,Tránsito de México,1937,Tránsito de México,Ciudad de México
028,Zapadores de México,1933,Zapadores de México,Ciudad de México
029,Lomas de México,1934,Lomas de México,Ciudad de México
029,Lomas de México,1935,Lomas de México,Ciudad de México
029,Lomas de México,1936,Lomas de México,Ciudad de México
030,Club San Rafael,1935,Club San Rafael,Ciudad de México
031,Electricistas de Necaxa,1935,Electricistas de Necaxa,Ciudad de México
031,Electricistas de Necaxa,1936,Electricistas de Necaxa,Ciudad de México
031,Electricistas de Necaxa,1937,Electricistas de Necaxa,Ciudad de México
032,Agrario de México,1935,Agrario de México,Ciudad de México
032,Agrario de México,1936,Agrario de México,Ciudad de México
032,Agrario de México,1937,Agrario de México,Ciudad de México
032,Agrario de México,1938,Agrario de México,Ciudad de México
032,Agrario de México,1939,Indios de Anáhuac,Ciudad de México
032,Agrario de México,1953,Indios Verdes de Anáhuac,Ciudad de México
033,Santa María,1935,Santa María,Ciudad de México
034,Cerveceros de Nogales,1936,Cerveceros de Nogales,Nogales
034,Cerveceros de Nogales,1937,Cerveceros de Nogales,Nogales
034,Cerveceros de Nogales,1938,Cerveceros de Nogales,Nogales
035,Gallos de Santa Rosa,1936,Gallos de Santa Rosa,Santa Rosa / Ciudad Mendoza
035,Gallos de Santa Rosa,1937,Gallos de Santa Rosa,Santa Rosa / Ciudad Mendoza
035,Gallos de Santa Rosa,1938,Gallos de Santa Rosa,Santa Rosa / Ciudad Mendoza
035,Gallos de Santa Rosa,1939,Gallos de Santa Rosa,Santa Rosa / Ciudad Mendoza
035,Gallos de Santa Rosa,1940,Gallos de Santa Rosa,Santa Rosa / Ciudad Mendoza
036,Alijadores de Tampico,1937,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1938,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1939,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1940,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1941,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1942,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1943,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1944,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1945,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1946,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1947,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1948,Alijadores de Tampico,Tampico
036,Alijadores de Tampico,1971,Estibadores de Tampico,Tampico
036,Alijadores de Tampico,1972,Estibadores de Tampico,Tampico
036,Alijadores de Tampico,1973,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1974,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1975,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1976,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1977,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1978,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1979,Alijadores de Tampico/Madero,Tampico / Madero
036,Alijadores de Tampico,1982,Astros de Monclova,Monclova
036,Alijadores de Tampico,1983,Astros de Tamaulipas,Tampico
036,Alijadores de Tampico,1984,Astros de Tamaulipas,Tampico
